Startup received!

I ,time,shin_cal_tot,shin_cal_gyr,shin_cal_acc,shin_cal_mag | foot_cal_tot,foot_cal_gyr,foot_cal_acc,foot_cal_mag | shin_qw,shin_qx,shin_qy,shin_qz | foot_qw,foot_qx,foot_qy,foot_qz | shin_ax,shin_ay,shin_az | foot_ax,foot_ay,foot_az
F ,time | val
L ,time | val
M ,time | potL_cur,potR_cur | potL_adj,potR_adj | targetPotL,targetPotR | motorCmdL,motorCmdR
LOG,time | msg
ERR,msg

LOG,97977 | Motors started.
I ,118273,2,3,1,3,0,3,1,3,0.0429,0.7152,-0.16,0.6789,-0.8018,-0.0408,0.1279,-0.5822,10.02,-1.59,-2.51,-58.21,10.02,-1.59
I ,118304,2,3,1,3,0,3,1,3,0.0399,0.7191,-0.1605,0.6749,-0.8016,-0.0419,0.1297,-0.5819,9.56,0.46,-1.61,2.59,-0.46,9.48
F ,118304,402
L ,118304,140
L ,118307,140
I ,118315,2,3,1,3,0,3,1,3,0.0396,0.72,-0.1613,0.6737,-0.8016,-0.042,0.1304,-0.5819,9.77,-0.34,-2.03,2.66,-0.87,9.48
F ,118315,388
I ,118323,2,3,1,3,0,3,1,3,0.0401,0.7209,-0.1631,0.6723,-0.8015,-0.0421,0.1311,-0.5818,9.84,-1.62,-2.07,2.66,-0.63,9.44
F ,118323,382
L ,118323,141
F ,118343,363
L ,118343,141
I ,118365,2,3,1,3,0,3,1,3,0.0439,0.7236,-0.1712,0.667,-0.8013,-0.0424,0.1336,-0.5814,9.4,-2.46,-1.08,2.66,-1.08,9.26
F ,118365,332
L ,118373,141
I ,118415,2,3,1,3,0,3,1,3,0.0458,0.7275,-0.1757,0.6616,-0.8016,-0.0428,0.1351,-0.5807,9.02,-1.73,0.95,2.66,-0.52,9.3
F ,118415,264
L ,118415,143
I ,118423,2,3,1,3,0,3,1,3,0.0466,0.7285,-0.1766,0.6602,-0.8016,-0.0429,0.1359,-0.5805,8.81,-2.06,1.4,2.66,-0.52,9.3
F ,118423,252
L ,118423,146
I ,118431,2,3,1,3,0,3,1,3,0.0476,0.7296,-0.1777,0.6586,-0.8016,-0.0429,0.1367,-0.5803,8.85,-2.56,1.47,2.71,-0.8,9.34
F ,118431,236
L ,118431,149
I ,118443,2,3,1,3,0,3,1,3,0.0488,0.7309,-0.179,0.6566,-0.8016,-0.043,0.1376,-0.58,9.14,-3.39,0.73,2.71,-1.21,9.22
F ,118443,226
L ,118443,153
I ,118454,2,3,1,3,0,3,1,3,0.0502,0.7326,-0.1803,0.6543,-0.8016,-0.043,0.1385,-0.5798,9.48,-3.48,0.14,2.61,-1.02,9.25
F ,118454,209
L ,118454,156
I ,118465,2,3,1,3,0,3,1,3,0.0515,0.7346,-0.1815,0.6517,-0.8016,-0.0433,0.1394,-0.5795,9.46,-3.26,-0.05,2.54,-0.87,9.07
F ,118465,179
L ,118465,160
I ,118473,2,3,1,3,0,3,1,3,0.0526,0.7367,-0.1823,0.6489,-0.8017,-0.0436,0.1402,-0.5792,9.8,-2.89,-0.37,2.54,-0.87,9.07
F ,118473,163
L ,118473,162
I ,118481,2,3,1,3,0,3,1,3,0.0536,0.739,-0.183,0.646,-0.8017,-0.0441,0.1416,-0.5789,9.8,-2.89,-0.37,2.76,-0.86,9.25
F ,118481,166
L ,118481,165
I ,118493,2,3,1,3,0,3,1,3,0.0551,0.7414,-0.184,0.6429,-0.8017,-0.0445,0.1428,-0.5786,9.39,-1.83,0.0,2.7,-1.12,9.22
F ,118493,136
L ,118493,169
I ,118504,2,3,1,3,0,3,1,3,0.0568,0.7439,-0.1848,0.6395,-0.8017,-0.0451,0.1442,-0.5781,9.43,-2.05,-0.02,2.75,-0.88,9.11
F ,118504,120
L ,118504,173
I ,118514,2,3,1,3,0,3,1,3,0.059,0.7466,-0.186,0.6359,-0.8017,-0.0457,0.1458,-0.5778,8.93,-2.47,0.37,2.91,-1.08,9.19
F ,118514,108
L ,118514,178
I ,118523,2,3,1,3,0,3,1,3,0.0616,0.7493,-0.1875,0.632,-0.8017,-0.0465,0.1474,-0.5773,8.61,-2.65,0.37,2.91,-1.08,9.19
F ,118523,115
L ,118523,184
F ,63489,17154
I ,118593,2,3,1,3,0,3,1,3,0.0817,0.7747,-0.1951,0.5957,-0.8013,-0.0559,0.1648,-0.5722,9.8,-2.29,-1.01,2.89,-0.74,9.13
F ,118664,70
L ,118664,192
M ,118664,873,249,873.0,249.0,323,700,1400,1600
F ,118536,17898
L ,118681,168
M ,118681,873,248,873.0,248.0,323,700,1400,1600
M ,118704,873,248,873.0,248.0,311,526,65353,990
F ,118714,51
L ,118723,515
F ,118727,48
L ,118727,107
L ,118737,107
I ,118744,2,3,1,3,0,3,1,3,0.1115,0.864,-0.181,0.4563,-0.7719,-0.1843,0.2825,-0.5386,12.8,4.63,-51.18,7.69,7.68,7.69
F ,118764,66
L ,122624,8959
F ,118773,2633
M ,118794,873,248,873.0,248.0,323,513,53268,73
L ,118805,107
M ,118805,873,248,873.0,248.0,323,700,1400,1774
F ,118814,69
L ,118814,107
M ,118814,873,248,873.0,248.0,323,700,1400,1600
I ,118823,2,3,1,3,0,3,1,3,0.134,0.9156,-0.1853,0.3304,-0.7073,-0.3379,0.4368,-0.4411,12.1,1.95,-11.78,7.38,-4.23,18.39
F ,118823,83
L ,118823,108
M ,118823,873,248,873.0,248.0,323,700,1400,1600
F ,118873,77
L ,1191859685,4336
I ,118904,2,3,1,3,0,3,1,3,0.17,0.9285,-0.2007,0.2619,-0.6912,-0.3988,0.4743,-0.3715,5.0,-0.2,-9.84,-0.25,-2.79,9.14
F ,118904,83
L ,118904,107
F ,118923,873
F ,118931,86
L ,118931,2633
L ,118944,106
I ,118954,2,3,1,3,0,3,1,3,0.1701,0.9208,-0.2078,0.2824,-0.7015,-0.3723,0.4558,-0.4016,4.63,0.86,-9.57,1.54,-0.43,12.0
F ,118954,85
L ,118954,107
M ,118964,873,248,873.0,248.0,923,169,64730,205
F ,118973,77
M ,118973,873,248,873.0,248.0,923,40,61307,250
F ,30475267,26880
F ,119054,63491
F ,119081,63
L ,119081,107
I ,119094,2,3,1,3,0,3,1,3,0.1688,0.805,-0.225,0.5222,-0.8138,-0.1757,0.2726,-0.4821,4.05,1.84,-8.17,10.18,1.39,12.77
M ,119094,873,248,873.0,248.0,923,100,1532,1400
L ,119097,107
I ,119154,2,3,1,3,0,3,1,3,0.1837,0.6973,-0.2401,0.6497,-0.8615,-0.0525,0.1604,-0.4786,8.61,0.7,-4.82,13.63,-3.5,16.95
F ,119154,82
L ,119154,107
L ,119173,107
I ,119182,2,3,1,3,0,3,1,3,0.1835,0.6345,-0.2429,0.7103,-0.8648,0.0182,0.1124,-0.4888,7.96,-2.36,-2.28,16.68,0.62,14.47
F ,119182,72
L ,119182,107
F ,119194,67
L ,119205,515
F ,119205,68
L ,769,775
F ,119223,74
L ,119223,106
I ,119244,2,3,1,3,0,3,1,3,0.1723,0.5211,-0.2409,0.8004,-0.8506,0.134,0.0296,-0.5075,5.61,-4.09,7.67,20.81,6.9,-1.13
F ,119244,72
L ,119244,106
I ,119254,2,3,1,3,0,3,1,3,0.1685,0.5084,-0.2419,0.809,-0.8482,0.1502,0.0239,-0.5073,4.57,-6.78,10.69,22.03,8.35,-4.03
F ,119254,72
L ,119254,106
I ,119265,2,3,1,3,0,3,1,3,0.1669,0.4981,-0.2454,0.8146,-0.8447,0.1665,0.0217,-0.5081,3.69,-7.07,9.1,23.72,3.85,-9.03
F ,119265,74
L ,119265,106
I ,119273,2,3,1,3,0,3,1,3,0.1674,0.4912,-0.2508,0.8171,-0.8398,0.1814,0.0224,-0.511,4.51,-7.75,4.15,21.45,2.53,-11.53
F ,119273,73
L ,119273,107
I ,119281,2,3,1,3,0,3,1,3,0.1683,0.4885,-0.2557,0.817,-0.8353,0.1897,0.0247,-0.5152,3.58,-9.97,3.03,19.18,3.11,-8.93
F ,119282,76
L ,119282,106
I ,119294,2,3,1,3,0,3,1,3,0.1679,0.4896,-0.2586,0.8155,-0.8329,0.1889,0.0279,-0.5193,4.96,-9.76,-0.88,17.36,4.28,-5.84
F ,119294,78
L ,119294,107
I ,119305,2,3,1,3,0,3,1,3,0.1654,0.4943,-0.2584,0.8132,-0.8323,0.1811,0.032,-0.5227,5.21,-5.3,-3.31,17.45,3.51,5.26
F ,119305,81
L ,119305,106
I ,119315,2,3,1,3,0,3,1,3,0.1603,0.5025,-0.2537,0.8107,-0.8327,0.1699,0.0369,-0.5256,5.76,-1.73,-4.61,16.55,2.0,8.14
F ,119315,72
L ,119315,106
I ,119322,2,3,1,3,0,3,1,3,0.1533,0.5126,-0.2451,0.8084,-0.8323,0.1596,0.0418,-0.5289,7.51,0.27,-6.82,14.31,-0.21,8.1
F ,119322,67
L ,119322,107
I ,119332,2,3,1,3,0,3,1,3,0.1452,0.5246,-0.2344,0.8054,-0.8312,0.1503,0.0465,-0.5332,9.31,4.44,-7.17,11.27,-1.48,5.44
F ,119332,71
L ,119332,107
I ,119344,2,3,1,3,0,3,1,3,0.1372,0.5372,-0.2239,0.8015,-0.8288,0.1414,0.0509,-0.5389,6.44,2.49,-4.67,-25.45,-8.44,10.51
F ,119344,161
L ,119344,108
I ,119354,2,3,1,3,0,3,1,3,0.1307,0.5492,-0.2155,0.7967,-0.8255,0.1311,0.0515,-0.5465,14.9,0.1,-3.33,4.46,-2.55,24.17
F ,119354,240
L ,119354,106
I ,119365,2,3,1,3,0,3,1,3,0.1253,0.561,-0.2101,0.7908,-0.8223,0.1175,0.052,-0.5543,21.2,-1.99,-4.42,-13.6,-3.76,9.9
F ,119365,344
L ,119365,107
I ,119382,2,3,1,3,0,3,1,3,0.1145,0.577,-0.1998,0.7835,-0.8222,0.0769,0.0437,-0.5621,8.89,3.6,4.61,0.67,1.79,-4.11
F ,119382,455
L ,119382,107
I ,119394,2,3,1,3,0,3,1,3,0.1062,0.5806,-0.1911,0.7842,-0.8213,0.0538,0.0438,-0.5662,7.51,5.57,9.72,0.62,5.9,3.24
F ,119394,547
L ,119394,107
L ,119397,107
I ,119406,2,3,1,3,0,3,1,3,0.0878,0.5908,-0.1688,0.7839,-0.8159,0.0379,0.0525,-0.5744,10.68,6.07,3.66,10.92,36.43,21.04
F ,119406,585
L ,119407,107
I ,119415,2,3,1,3,0,3,1,3,0.0878,0.5908,-0.1688,0.7839,-0.809,0.0256,0.0655,-0.5835,14.31,1.5,1.66,10.92,36.43,21.04
F ,119415,594
F ,119417,593
L ,119417,107
I ,119422,2,3,1,3,0,3,1,3,0.0802,0.599,-0.158,0.7808,-0.8063,0.0095,0.0748,-0.5866,19.51,5.71,-3.66,11.31,21.96,19.55
I ,119431,2,3,1,3,0,3,1,3,0.0725,0.6071,-0.1478,0.7773,-0.806,-0.0021,0.0841,-0.5857,17.62,12.85,-0.02,8.89,3.94,17.48
F ,119432,592
I ,119445,2,3,1,3,0,3,1,3,0.0642,0.6159,-0.1367,0.7731,-0.8062,-0.0085,0.095,-0.5839,12.77,11.09,0.73,81.92,4.66,-250.86
F ,119454,584
L ,119455,108
L ,119457,107
I ,119465,2,3,1,3,0,3,1,3,0.0549,0.6378,-0.1257,0.7578,-0.8046,-0.0186,0.1121,-0.5827,6.98,-7.51,-6.8,6.61,1.87,13.57
F ,119465,589
I ,119472,2,3,1,3,0,3,1,3,0.0544,0.6444,-0.1276,0.752,-0.804,-0.0245,0.1156,-0.5827,6.67,-7.53,-7.55,2.24,3.98,9.77
F ,119472,592
L ,119472,2633
L ,119487,106
I ,119495,2,3,1,3,0,3,1,3,0.0531,0.651,-0.1284,0.7462,-0.8034,-0.0325,0.1214,-0.5819,4.36,-2.41,-4.01,2.57,-2.13,9.18
I ,119505,2,3,1,3,0,3,1,3,0.0515,0.6629,-0.1284,0.7358,-0.8037,-0.0355,0.1207,-0.5814,8.02,-2.76,-3.28,1.37,-0.6,9.85
F ,119505,589
L ,119505,106
L ,119507,107
I ,119522,2,3,1,3,0,3,1,3,0.0479,0.6749,-0.1266,0.7252,-0.8042,-0.0401,0.1183,-0.5809,15.77,1.4,-6.92,81.92,4.66,-76.8
I ,119532,2,3,1,3,0,3,1,3,0.0479,0.6749,-0.1266,0.7252,-0.8045,-0.0418,0.1168,-0.5807,9.76,1.86,-3.61,2.01,0.03,9.89
F ,119532,584
L ,119532,107
F ,119545,583
F ,119565,556
L ,119565,106
I ,119572,2,3,1,3,0,3,1,3,0.0344,0.6926,-0.1179,0.7106,-0.8045,-0.0469,0.1157,-0.5805,10.81,1.05,-3.82,1.71,-0.67,9.48
F ,119572,549
L ,119572,2633
F ,119582,540
I ,119631,2,3,1,3,0,3,1,3,0.0315,0.7027,-0.1267,0.6993,-0.8038,-0.0476,0.1192,-0.5807,10.22,-1.77,-2.13,2.44,-0.76,9.75
F ,119632,491
L ,119632,110
L ,119644,110
F ,119705,422
I ,119744,2,3,1,3,0,3,1,3,0.0451,0.7145,-0.1578,0.68,-0.8031,-0.0471,0.1271,-0.5802,8.61,-3.89,2.75,2.66,-0.74,9.31
L ,119747,128
F ,119754,384
F ,1226833921,54236
L ,119772,139
L ,119777,141
I ,119815,2,3,1,3,0,3,1,3,0.0535,0.7311,-0.1647,0.6598,-0.8032,-0.0492,0.1326,-0.5786,9.61,-2.03,-3.06,2.66,-0.63,9.31
F ,119815,315
I ,119893,2,3,1,3,0,3,1,3,0.0648,0.7478,-0.1695,0.6385,-0.8028,-0.0521,0.1432,-0.5762,9.22,-2.44,0.66,3.11,-1.21,9.27
I ,119943,2,3,1,3,0,3,1,3,0.0769,0.7645,-0.1721,0.6163,-0.8031,-0.0555,0.1522,-0.5733,9.39,-3.24,0.33,2.31,-1.89,9.22
F ,119943,92
I ,119963,2,3,1,3,0,3,1,3,0.0842,0.7773,-0.1719,0.5992,-0.8029,-0.0592,0.157,-0.5718,9.82,-2.33,0.37,1.92,-0.4,8.73
F ,119963,76
L ,119963,223
M ,119963,873,248,-150.0,36.0,301,65463,936,2630
M ,119972,873,248,873.0,248.0,323,700,1400,1600
F ,119977,86
L ,119977,225
I ,120004,2,3,1,3,0,3,1,3,0.0942,0.8185,2.895,1.968,-1.9715,0.5894,-1.4359,-1.1005,-289.29,232.96,286.73,33.27,-191.97,-312.22
L ,120004,225
M ,120004,874,248,874.0,248.0,323,700,1400,1600
F ,120007,2633
M ,120016,873,248,8192.0,468.0,54786,769,768,769
F ,120043,85
L ,119938,220
F ,120054,80
L ,120054,174
M ,120054,873,246,873.0,246.0,323,700,1400,1600
I ,120063,2,3,1,3,0,3,1,3,0.1093,0.8382,-0.1596,0.5097,-0.7934,-0.1296,0.218,-0.5532,11.0,-0.52,3.19,3.67,-0.7,8.68
F ,120063,51
L ,120063,157
I ,120072,2,3,1,3,0,3,1,3,0.1113,0.846,-0.1579,0.4969,-0.7904,-0.1433,0.2286,-0.5498,11.82,-0.44,3.14,3.71,-1.05,9.77
F ,120072,47
L ,120072,139
M ,120072,873,249,873.0,249.0,323,700,1400,1600
I ,120081,2,3,1,3,0,3,1,3,0.1113,0.846,-0.1579,0.4969,-0.7867,-0.1583,0.2404,-0.546,13.35,-0.87,3.18,3.43,-1.07,9.25
F ,120081,48
L ,57213176,323
F ,120105,70
L ,120105,107
M ,120105,873,248,873.0,248.0,323,700,1400,1600
F ,120115,64
L ,120115,107
I ,120144,2,3,1,3,0,3,1,3,0.132,0.9015,-0.1492,0.3841,-0.7466,-0.275,0.3313,-0.507,11.4,0.28,1.73,8.15,-0.17,18.04
F ,120144,60
M ,120155,873,248,873.0,248.0,323,700,1400,1600
I ,120204,2,3,1,3,0,3,1,3,0.1575,0.9278,-0.1544,0.3007,-0.6881,-0.4143,0.4453,-0.3955,10.92,3.08,-13.31,27.48,-5.57,35.0
F ,120204,67
F ,120222,63
L ,120222,2633
F ,120243,74
L ,120243,107
F ,120253,74
L ,120253,10
I ,120272,1,3,1,3,0,3,1,3,0.1902,0.9243,-0.1717,0.2825,-0.6961,-0.4115,0.449,-0.3799,5.48,-0.17,-9.31,-4.88,-1.15,5.82
F ,120272,83
L ,120272,107
M ,120272,873,248,873.0,1.0,768,769,774,61219
I ,120343,1,3,1,3,0,3,1,3,0.1733,0.8958,-0.1884,0.3631,-0.7365,-0.3308,0.4071,-0.4268,4.98,1.46,-9.54,81.92,4.7,58.88
L ,120343,106
M ,120343,873,248,873.0,248.0,923,100,1532,1400
L ,120353,107
M ,120353,873,248,873.0,248.0,923,100,1532,1400
I ,120363,1,3,1,3,0,3,1,3,0.1687,0.8804,-0.1927,0.399,-0.7523,-0.3002,0.3822,-0.4447,2.7,2.41,-6.81,-76.05,-28.4,36.73
F ,120372,89
L ,120372,107
M ,120372,873,248,873.0,248.0,923,100,1532,1400
F ,120382,86
L ,120382,107
M ,120382,851,63217,3197.0,-4767.0,299,238,64754,850
I ,120413,1,3,1,3,0,3,1,3,0.1632,0.8406,2.6113,0.0769,0.0768,0.0769,0.0774,2.6911,-210.0,100.04,319.68,-207.44,256.11,86.84
F ,120422,91
L ,120422,107
M ,120422,873,248,873.0,248.0,923,100,1532,1400
F ,120447,87
L ,120447,107
F ,120463,83
L ,120463,107
M ,120463,873,248,873.0,248.0,923,100,1532,1400
F ,120467,76
L ,120467,107
F ,120493,90
I ,120513,1,3,1,3,0,3,1,3,0.1519,0.6382,-0.2038,0.7266,-0.8468,-0.0008,0.1148,-0.5192,8.17,0.38,-1.25,17.22,-0.93,14.76
F ,120513,79
L ,120513,107
M ,120513,873,248,873.0,248.0,923,100,1532,1400
F ,120522,73
L ,120522,107
F ,120532,73
L ,120532,107
I ,120543,1,3,1,3,0,3,1,3,0.1459,0.5704,-0.2055,0.7816,-0.8388,0.076,0.0681,-0.5346,7.84,-1.04,4.73,23.72,-1.72,10.36
F ,120543,75
L ,120543,106
I ,120553,1,3,1,3,0,3,1,3,0.1417,0.5503,-0.2055,0.7966,-0.835,0.0975,0.0531,-0.5388,9.32,-0.75,5.84,25.2,2.73,1.63
I ,120562,1,3,1,3,0,3,1,3,0.1364,0.5324,-0.2057,0.8096,-0.8312,0.1165,0.0391,-0.5421,6.94,-1.09,8.68,25.54,6.59,-3.06
F ,120562,78
L ,120562,106
I ,120572,1,3,1,3,0,3,1,3,0.1312,0.5168,-0.207,0.8201,-0.8273,0.1339,0.0285,-0.5446,4.17,-3.21,10.05,26.04,11.31,-7.0
I ,120593,1,3,1,3,0,3,1,3,0.1273,0.497,-0.2153,0.8308,-0.8163,0.1702,0.0216,-0.5515,2.49,-9.77,9.47,26.32,4.44,-14.44
F ,120593,85
L ,120593,106
I ,120603,1,3,1,3,0,3,1,3,0.1268,0.4951,-0.2184,0.8312,-0.8087,0.1851,0.0245,-0.5576,4.26,-8.1,5.42,22.45,1.9,-14.23
F ,120603,83
L ,120603,107
I ,120613,1,3,1,3,0,3,1,3,0.1246,0.4975,-0.2185,0.8301,-0.8031,0.1894,0.0284,-0.5641,3.55,-8.44,2.53,20.29,2.75,-7.57
F ,120613,85
L ,120613,107
I ,120622,1,3,1,3,0,3,1,3,0.1199,0.5036,-0.2148,0.8281,-0.8009,0.1821,0.0313,-0.5694,5.76,-10.97,-6.36,18.35,4.01,-3.4
F ,120622,77
L ,120622,107
F ,120627,77
L ,120627,107
I ,120631,1,3,1,3,0,3,1,3,0.1124,0.5129,-0.2067,0.8255,-0.8011,0.1666,0.0333,-0.5738,5.0,-9.15,-6.86,18.12,3.25,8.65
I ,120643,1,3,1,3,0,3,1,3,0.103,0.5239,-0.1934,0.823,-0.8012,0.1493,0.0349,-0.5784,6.32,-3.72,-7.82,14.43,1.25,7.09
F ,120643,91
L ,120643,108
I ,120703,1,3,1,3,0,3,1,3,0.046,0.582,-0.1157,0.8035,-0.7877,0.0427,0.0379,-0.6132,11.86,6.59,2.59,2.59,-0.39,66.8
I ,120902,1,3,1,3,0,3,1,3,-0.0153,0.7069,-0.059,0.7046,-0.768,-0.0541,0.111,-0.6283,11.82,0.81,-5.12,4.72,179.2,289.38
F ,120912,521
L ,120912,117
F ,120917,512
L ,120917,117
F ,120942,489
L ,120942,121
I ,120952,1,3,1,3,0,3,1,3,-0.0105,0.7163,-0.0764,0.6934,-0.7672,-0.0537,0.1163,-0.6284,9.88,-4.51,-2.69,2.6,-1.12,8.38
L ,120972,124
I ,120981,1,3,1,3,0,3,1,3,-0.0125,0.7197,-0.0809,0.6893,-0.767,-0.0547,0.1176,-0.6283,9.71,-0.67,-1.33,2.3,0.1,9.44
F ,120981,456
I ,121002,1,3,1,3,0,3,1,3,-0.0192,0.7216,-0.0789,0.6875,-0.7667,-0.0555,0.1192,-0.6282,9.78,1.89,-1.52,2.44,-0.2,9.46
F ,121002,424
L ,121002,126
L ,121007,126
L ,121031,127
I ,121072,1,3,1,3,0,3,1,3,-0.017,0.7268,-0.0977,0.6796,-0.7659,-0.054,0.1256,-0.6281,9.56,-2.64,0.02,2.49,-0.72,9.18
F ,121072,328
F ,121088,33290
I ,121122,2,3,1,3,0,3,1,3,-0.0145,0.7329,-0.1067,0.6717,-0.7653,-0.0531,0.1314,-0.6277,8.82,-3.1,1.09,2.6,-0.75,9.21
F ,121122,279
I ,121222,2,3,1,3,0,3,1,3,-0.0065,0.7425,-0.979,0.0771,0.0259,0.0003,0.0259,0.0061,77.86,-12.5,61.48,-76.28,-6.27,16.35
I ,121304,3,3,1,3,0,3,1,3,0.0086,0.7868,-0.1248,0.6043,-0.7614,-0.0659,0.1719,-0.6214,8.81,-3.35,-0.4,8.73,2.48,8.73
F ,121307,83
L ,121307,204
I ,121314,3,3,1,3,0,3,1,3,0.0097,0.7911,-0.1242,0.5988,-0.7606,-0.0678,0.1763,-0.621,8.88,-3.58,-0.44,3.23,-1.19,8.9
M ,121314,873,248,873.0,248.0,323,700,1400,1600
F ,121322,91
L ,121322,207
M ,121322,790,60642,23549.0,9991.0,15847,51459,38911,1023
F ,121332,82
I ,121404,3,3,1,3,0,3,1,3,0.0205,0.8392,-0.113,0.5313,-0.7507,-0.1181,0.2243,-0.6099,10.44,-1.62,-0.12,4.13,-0.1,8.69
F ,121404,76
L ,121404,186
M ,121404,873,248,873.0,248.0,323,700,1400,1600
F ,66236,1400
L ,121447,124
F ,121454,68
M ,121454,873,248,873.0,248.0,323,700,1400,1600
I ,121464,3,3,1,3,0,3,1,3,0.0339,0.8803,-0.1058,0.4612,-0.7323,-0.1903,0.2805,-0.6144,-23.01,268.8,-23.03,171.54,-174.03,307.26
I ,121481,3,3,1,3,0,3,1,3,0.0413,0.8953,-0.1049,0.4309,-0.7187,-0.2207,0.3073,-0.5832,14.35,-1.5,1.97,5.46,0.46,13.51
F ,121481,46
L ,121481,108
M ,121481,873,248,474.0,-27133.0,769,768,769,769
I ,121504,3,3,1,3,0,3,1,3,0.0458,0.9105,-0.103,0.3976,-0.6996,-0.255,0.3451,-0.5712,19.62,-0.83,-3.9,10.14,1.99,19.27
F ,121504,60
L ,121504,107
M ,121504,873,249,873.0,249.0,323,700,1400,1600
I ,121514,3,3,1,3,0,3,1,3,0.0471,0.9174,-0.1018,0.3815,-0.6885,-0.275,0.367,-0.5616,16.56,-0.93,-2.59,10.06,0.56,17.0
F ,121514,55
L ,121514,107
M ,121514,873,248,873.0,248.0,323,700,1400,1600
I ,121531,3,3,1,3,0,3,1,3,0.0505,0.9297,-0.0997,0.3507,-0.6629,-0.3223,0.4125,-0.535,15.6,-0.4,-10.93,13.27,-3.06,25.42
F ,121531,51
I ,121544,3,3,1,3,0,3,1,3,0.053,0.9248,0.3339,-0.6494,-0.3462,0.4325,-0.5207,0.1528,-1.33,-13.36,11.5,-2.16,20.95,26.3
L ,121544,106
M ,121544,873,247,873.0,247.0,923,100,1532,1400
I ,121554,3,3,1,3,0,3,1,3,0.0565,0.9407,-0.0985,0.3195,-0.6372,-0.3667,0.4487,-0.5079,13.14,0.85,-12.27,7.76,-2.15,19.87
F ,121554,59
L ,121554,108
M ,121554,873,248,873.0,248.0,923,100,1532,1400
I ,121563,3,3,1,3,0,3,1,3,0.0599,0.9447,-0.0974,0.3073,-0.6268,-0.3835,0.4629,-0.4956,9.39,0.15,-13.26,-4.48,-0.93,11.67
F ,121563,63
L ,121563,107
M ,121563,873,248,873.0,248.0,923,100,1532,1400
I ,121572,3,3,1,3,0,3,1,3,0.062,0.9482,-0.0959,0.2963,-0.6179,-0.3977,0.4758,-0.4832,9.92,-0.52,-14.5,26.76,-3.24,38.43
F ,121572,75
L ,121572,107
M ,121572,873,248,873.0,248.0,923,100,1532,1400
I ,121581,2,3,1,3,0,3,1,3,0.0615,0.9517,-0.0899,0.2866,-0.6103,-0.4089,0.4879,-0.4713,12.38,2.57,-14.56,-1.53,-3.51,23.11
F ,121581,67
L ,121581,107
M ,121581,873,248,873.0,248.0,923,100,1532,1400
I ,121622,2,3,1,3,0,3,1,3,0.0732,0.9566,-0.0894,0.2672,-0.6123,-0.4163,0.4832,-0.467,3.84,1.0,-8.25,-2.58,-1.42,6.71
F ,121622,10
F ,121631,60
F ,14373122,769
F ,121681,68
L ,121681,2633
M ,121692,873,248,873.0,248.0,923,61846,4285,60605
F ,121722,59
M ,121722,873,248,873.0,248.0,923,100,1532,1400
I ,121731,2,3,1,3,0,3,1,3,0.0967,0.9232,-0.1131,0.3541,-0.6803,-0.3463,0.4042,-0.5037,6.51,1.87,-10.43,4.53,0.75,9.07
F ,121731,59
L ,121731,107
M ,121731,873,248,873.0,248.0,923,100,1532,1400
I ,121742,2,3,1,3,0,3,1,3,0.0975,0.9162,-0.1163,0.3707,-0.6902,-0.3341,0.3908,-0.509,4.09,2.0,-7.34,-20.45,-258.56,256.05
I ,121753,2,3,1,3,0,3,1,3,0.0986,0.9082,-0.1195,0.3885,-0.7008,-0.3204,0.3767,-0.514,2.56,2.82,-7.9,4.73,2.39,10.13
F ,121753,62
L ,121753,106
M ,121754,873,248,873.0,248.0,923,100,1532,1400
I ,121763,2,3,1,3,0,3,1,3,0.0996,0.8999,-0.1232,0.4063,-0.7117,-0.3054,0.3624,-0.5183,5.76,1.79,-11.03,5.63,1.61,11.06
F ,121763,61
L ,121763,107
M ,121763,873,248,873.0,248.0,923,100,1532,1400
F ,121767,57
L ,121767,107
I ,121772,2,3,1,3,0,3,1,3,0.101,0.8905,-0.1273,0.4248,-0.723,-0.2893,0.348,-0.5219,5.17,1.42,-9.32,6.67,14.0,26.33
F ,121781,56
L ,121781,107
F ,121787,47
L ,121787,106
I ,121872,2,3,1,3,0,3,1,3,0.1128,0.7175,-0.8118,-0.0918,0.1742,-0.5495,0.078,0.0043,-7.4,14.1,-2.07,-2.56,11.81,-56.76
F ,121903,49
L ,121903,107
F ,121972,45
L ,121972,106
F ,122082,361
L ,122082,107
I ,122193,1,3,1,3,0,3,1,3,0.0228,0.6514,-0.0951,0.7523,-0.7888,-0.0345,0.1171,-0.6024,5.59,-7.8,-5.8,2.3,-2.28,6.88
F ,122193,2633
L ,122267,111
I ,122303,1,3,1,3,0,3,1,3,0.0067,0.706,-0.0925,0.702,-0.7896,-0.0455,0.1169,-0.6005,12.48,-0.17,-4.71,1.52,-0.47,8.34
F ,122303,510
L ,122303,121
I ,122343,1,3,1,3,0,3,1,3,0.0109,0.714,-0.104,0.6922,-0.7891,-0.044,0.1203,-0.6006,9.89,-4.38,-3.11,2.25,-1.32,9.39
I ,122372,1,3,1,3,0,3,1,3,0.0111,0.7185,-0.1077,0.6869,-0.789,-0.0442,0.1221,-0.6005,10.1,-0.44,-1.4,2.68,-0.05,9.68
F ,122377,427
L ,122377,133
I ,122382,1,3,1,3,0,3,1,3,0.0092,0.7199,-0.1069,0.6857,-0.789,-0.0442,0.1221,-0.6005,10.01,0.97,-1.64,2.21,0.14,9.43
L ,122387,134
